Reading Datetime	Min_Temperature (*C)	Max_Temperature (*C)	Avg_Temperature (*C)	Sum_Precipitation (mm)	
21-Jul-1997	16.5	21	18.75	0	
22-Jul-1997	17	24	20.5	0	
23-Jul-1997	18	25	21.5	0	
24-Jul-1997	19	25	22	0	
25-Jul-1997	19	27	23	0	
26-Jul-1997	20	27	23.5	0	
27-Jul-1997	20	26	23	0.600000023841858	
28-Jul-1997	20	27.5	23.75	0	
29-Jul-1997	21	29	25	0	
30-Jul-1997	20.5	26	23.25	11	
31-Jul-1997	20	27	23.5	0	
1-Aug-1997	20	26.5	23.25	1.39999997615814	
2-Aug-1997	21	24	22.5	0	
3-Aug-1997	21	26.5	23.75	0.100000001490116	
4-Aug-1997	21	27.5	24.25	12.8000001907349	
5-Aug-1997	15.5	20.5	18	0.100000001490116	
6-Aug-1997	16	21.5	18.75	0	
7-Aug-1997	19	21	20	0	
8-Aug-1997	15	20	17.5	3.5	
9-Aug-1997	14	20	17	0	
10-Aug-1997	15	20	17.5	0	
11-Aug-1997	15	23	19	0	
12-Aug-1997	16.5	26	21.25	0	
13-Aug-1997	17	28	22.5	0	
14-Aug-1997	19	28.5	23.75	0	
15-Aug-1997	19	29.5	24.25	0	
16-Aug-1997	20.5	30	25.25	0	
17-Aug-1997	20	30.5	25.25	0	
18-Aug-1997	20.5	30	25.25	0	
19-Aug-1997	20.5	29	24.75	0.100000001490116	
20-Aug-1997	20.5	28	24.25	0	
21-Aug-1997	21	28.5	24.75	23.7999992370605	
22-Aug-1997	18.5	21	19.75	1.79999995231628	
23-Aug-1997	18.5	22	20.25	0	
24-Aug-1997	20	23	21.5	0	
 17 records missing
 missing data row 1997-09-12 04:00:00
13-Sep-1997	21	30.5	25.75	0	
14-Sep-1997	23	27	25	0	
15-Sep-1997	21	27	24	0	
16-Sep-1997	22	26.5	24.25	0	
17-Sep-1997	21	26	23.5	0	
18-Sep-1997	22	27	24.5	0	
19-Sep-1997	22	27.5	24.75	0	
20-Sep-1997	22	28	25	0	
21-Sep-1997				0.100000001490116	
 missing data row 1997-09-21 14:00:00
22-Sep-1997				15.1000003814697	
 missing data row 1997-09-22 14:00:00
23-Sep-1997	19	28	23.5	0	
24-Sep-1997	21	27.5	24.25	0	
25-Sep-1997	20.5	31	25.75	4.19999980926514	
26-Sep-1997	22	23.5	22.75	0.400000005960464	
27-Sep-1997	21	27	24	2	
28-Sep-1997	21	30	25.5	2.59999990463257	
29-Sep-1997	21	32.5	26.75	0	
30-Sep-1997	20	31	25.5	0.100000001490116	
1-Oct-1997	19	24	21.5	32.7000007629395	
2-Oct-1997	18.5	27	22.75	0	
3-Oct-1997	20.5	30	25.25	0	
4-Oct-1997	22	31	26.5	0	
5-Oct-1997	23.5	30	26.75	0	
6-Oct-1997	21.5	24	22.75	6.59999990463257	
7-Oct-1997	20	26	23	0	
8-Oct-1997	21	26	23.5	0.400000005960464	
9-Oct-1997	21	32	26.5	0	
10-Oct-1997	22	30	26	3	
11-Oct-1997	21	29.5	25.25	7.09999990463257	
12-Oct-1997	21	32	26.5	0.400000005960464	
13-Oct-1997	22	29.5	25.75	8.19999980926514	
14-Oct-1997	22.5	31	26.75	0	
15-Oct-1997	22	31	26.5	0.100000001490116	
16-Oct-1997	22	30	26	34	
17-Oct-1997	23	26	24.5	0.100000001490116	
18-Oct-1997	19	24	21.5	144.600006103516	
19-Oct-1997	19	30	24.5	0	
20-Oct-1997	22	29	25.5	0	
21-Oct-1997	22	25	23.5	0.100000001490116	
22-Oct-1997	21	28.5	24.75	0	
23-Oct-1997	21	28.5	24.75	0	
24-Oct-1997	22	30	26	0	
25-Oct-1997	22	28	25	11	
26-Oct-1997	22	29	25.5	0	
27-Oct-1997	24	30	27	1	
28-Oct-1997	21.5	25	23.25	24.6000003814697	
29-Oct-1997	20.5	24	22.25	0.100000001490116	
30-Oct-1997	21	25.5	23.25	17	
31-Oct-1997	21	26.5	23.75	9.19999980926514	
1-Nov-1997	21.5	24	22.75	12.6000003814697	
2-Nov-1997	21.5	26	23.75	11.3999996185303	
3-Nov-1997	21.5	25	23.25	0.400000005960464	
4-Nov-1997	21	28.5	24.75	1.79999995231628	
5-Nov-1997	22	28	25	1	
6-Nov-1997	22	29	25.5	0	
7-Nov-1997	22.5	28	25.25	0	
8-Nov-1997	21	30	25.5	0	
9-Nov-1997	21.5	30.5	26	2	
10-Nov-1997	22	28.5	25.25	0.100000001490116	
11-Nov-1997	22	30	26	0.100000001490116	
12-Nov-1997	24	29	26.5	0.100000001490116	
13-Nov-1997	20	27	23.5	5.5	
14-Nov-1997	20	27	23.5	20	
15-Nov-1997	17	22	19.5	2.79999995231628	
16-Nov-1997	20	24	22	0	
17-Nov-1997	22	28	25	0	
18-Nov-1997	21	29	25	11.1999998092651	
19-Nov-1997	24	28.5	26.25	0	
20-Nov-1997	21.5	27	24.25	0	
21-Nov-1997	23	27.5	25.25	2.40000009536743	
22-Nov-1997	21.5	23	22.25	15.1999998092651	
23-Nov-1997	23.5	27	25.25	0	
24-Nov-1997	25	30	27.5	0.100000001490116	
25-Nov-1997	22.5	27.5	25	0.100000001490116	
26-Nov-1997	22	29	25.5	0.100000001490116	
27-Nov-1997	24.5	28.5	26.5	1.29999995231628	
28-Nov-1997	23	28.5	25.75	0.600000023841858	
29-Nov-1997	23	30	26.5	0	
30-Nov-1997	23.5	29.5	26.5	2.79999995231628	
1-Dec-1997	23.5	30	26.75	0	
2-Dec-1997	21	25.5	23.25	8.39999961853027	
3-Dec-1997	22.5	30	26.25	0	
4-Dec-1997	23.5	29.5	26.5	0	
5-Dec-1997	24	28.5	26.25	0.100000001490116	
6-Dec-1997	22.5	30.5	26.5	0	
7-Dec-1997	22.5	30	26.25	0.100000001490116	
8-Dec-1997	23.5	29	26.25	2.40000009536743	
9-Dec-1997	21.5	24	22.75	15.3999996185303	
10-Dec-1997	22	30	26	0	
11-Dec-1997	26	28	27	0	
12-Dec-1997	25	27	26		
13-Dec-1997	21	23	22	6.80000019073486	
14-Dec-1997	23	25	24	0	
15-Dec-1997	24	26	25	0.100000001490116	
 36 records missing
 missing data row 1998-01-22 04:00:00
23-Jan-1998	22	29	25.5	0.300000011920929	
24-Jan-1998	24	29	26.5	0	
25-Jan-1998	24	30	27	0	
 1 records missing
 missing data row 1998-01-28 04:00:00
29-Jan-1998	22	29	25.5	0.300000011920929	
30-Jan-1998	24	29	26.5	0	
31-Jan-1998	24	30	27	0	
1-Feb-1998	24	26.5	25.25	15.3999996185303	
2-Feb-1998	22	30.5	26.25	0	
3-Feb-1998	23	28	25.5	12.6000003814697	
4-Feb-1998	23	30.5	26.75	0	
5-Feb-1998	23	32.5	27.75	0	
6-Feb-1998	23.5	31	27.25	3	
7-Feb-1998	23	30	26.5	7.19999980926514	
8-Feb-1998	25	29	27	1	
9-Feb-1998	23	28	25.5	8.80000019073486	
10-Feb-1998	22	29	25.5	0.800000011920929	
11-Feb-1998	20	25	22.5	6.40000009536743	
12-Feb-1998	20	26	23	0	
13-Feb-1998	20	28	24	0	
14-Feb-1998	20	28	24	0	
15-Feb-1998	21	30.5	25.75	0	
16-Feb-1998	22.5	30	26.25	1	
17-Feb-1998	22.5	30.5	26.5	0	
18-Feb-1998	23.5	27	25.25	20.6000003814697	
19-Feb-1998	20.5	25.5	23	67	
20-Feb-1998	21.5	24	22.75	40	
21-Feb-1998	21	27	24	0	
22-Feb-1998	22	26	24	24	
23-Feb-1998	21	26	23.5	1.79999995231628	
24-Feb-1998	22	30	26	0	
25-Feb-1998	24	30	27	0	
26-Feb-1998	24	26.5	25.25	0.800000011920929	
27-Feb-1998	24	28	26	0	
28-Feb-1998	22	25	23.5	19	
1-Mar-1998	22	25	23.5	20.7999992370605	
2-Mar-1998	21.5	27.5	24.5	0.600000023841858	
3-Mar-1998	22	29	25.5	9	
4-Mar-1998	23	29	26	0	
5-Mar-1998	23	30	26.5	0	
6-Mar-1998	24	29	26.5	0	
7-Mar-1998	24	30	27	0	
8-Mar-1998	22	26.5	24.25	26.7999992370605	
9-Mar-1998	23	26	24.5	2.20000004768372	
10-Mar-1998	22	28.5	25.25	39	
11-Mar-1998	24	27	25.5	1.20000004768372	
12-Mar-1998	22	25	23.5	7.80000019073486	
13-Mar-1998	21	24	22.5	6.19999980926514	
14-Mar-1998	21	26	23.5	19.2000007629395	
15-Mar-1998	23.5	25	24.25	23.2000007629395	
16-Mar-1998	23.5	25	24.25	25	
17-Mar-1998	21	25	23	0	
18-Mar-1998	22	28	25	0	
19-Mar-1998	22	27	24.5	56	
20-Mar-1998	21.5	26	23.75	0	
21-Mar-1998	22	29	25.5	0	
22-Mar-1998	21	28	24.5	2	
23-Mar-1998	24	28.5	26.25	1.79999995231628	
24-Mar-1998	24	27	25.5	0	
25-Mar-1998	20.5	25.5	23	23.2000007629395	
26-Mar-1998	21	25.5	23.25	0	
27-Mar-1998	24	29	26.5	0	
28-Mar-1998	21	25.5	23.25	0	
29-Mar-1998	22	26	24	30.5	
30-Mar-1998	22	26.5	24.25	0	
31-Mar-1998	23	25	24	1.39999997615814	
1-Apr-1998	22	28	25	0	
2-Apr-1998	20	25	22.5	89	
3-Apr-1998	20	25.5	22.75	0	
4-Apr-1998	20	26	23	0	
5-Apr-1998	21	29	25	0	
6-Apr-1998	22.5	29.5	26	46	
7-Apr-1998	23.5	26	24.75	1	
8-Apr-1998	22.5	27	24.75	1.79999995231628	
9-Apr-1998	21	30	25.5	0	
10-Apr-1998	22.5	30	26.25	0	
11-Apr-1998	23	28	25.5	6	
12-Apr-1998	22	26	24	5.59999990463257	
13-Apr-1998	21	28.5	24.75	0	
14-Apr-1998	22	27	24.5	0.600000023841858	
15-Apr-1998	22.5	28	25.25	0	
16-Apr-1998	23	28	25.5	0	
17-Apr-1998	22	29	25.5	0	
18-Apr-1998	18.5	20.5	19.5	143.100006103516	
19-Apr-1998	20	23.5	21.75	0	
20-Apr-1998	22	25.5	23.75	0	
21-Apr-1998	21.5	29	25.25	0.800000011920929	
22-Apr-1998	22	28	25	0	
23-Apr-1998	22	30	26	0	
24-Apr-1998	23	27.5	25.25	1.79999995231628	
25-Apr-1998	22.5	27	24.75	33.5999984741211	
26-Apr-1998	22	27	24.5	0.100000001490116	
27-Apr-1998	22.5	29	25.75	0	
28-Apr-1998	23.5	28.5	26	1.39999997615814	
29-Apr-1998	23	27	25	0.100000001490116	
30-Apr-1998	16.5	25	20.75	2.20000004768372	
1-May-1998	18	20.5	19.25	0	
2-May-1998	18.5	22.5	20.5	0	
3-May-1998	21	23.5	22.25	3.20000004768372	
4-May-1998	18	23	20.5	12.8000001907349	
5-May-1998	16.5	19.5	18	9.19999980926514	
6-May-1998	18	20.5	19.25	1.89999997615814	
7-May-1998	19	22	20.5	0.899999976158142	
8-May-1998	20.5	25	22.75	0.100000001490116	
9-May-1998	20	25.5	22.75	0	
10-May-1998	19	26.5	22.75	0	
11-May-1998	20.5	28	24.25	0	
12-May-1998	22	25	23.5	3.40000009536743	
13-May-1998	21	27.5	24.25	0.300000011920929	
14-May-1998	22	28	25	0	
15-May-1998	21	25.5	23.25	8.80000019073486	
16-May-1998	15.5	23	19.25	4.69999980926514	
17-May-1998	16	20.5	18.25	0.100000001490116	
18-May-1998	15	21.5	18.25	0	
19-May-1998	14	21.5	17.75	0	
20-May-1998	15	23.5	19.25	0	
21-May-1998	16.5	24	20.25	0	
22-May-1998	17	26.5	21.75	0	
23-May-1998	19	27	23	0	
24-May-1998	19.5	28	23.75	0	
25-May-1998	21	26.5	23.75	0	
26-May-1998	21	29.5	25.25	0	
27-May-1998	23	28.5	25.75	0	
28-May-1998	21.5	26	23.75	0	
29-May-1998	20	24	22	36.4000015258789	
30-May-1998	17	23	20	26	
31-May-1998	16	20	18	0.200000002980232	
1-Jun-1998	16.5	22	19.25	0	
2-Jun-1998	18	21.5	19.75	0	
3-Jun-1998	16	22.5	19.25	0	
4-Jun-1998	20	23.5	21.75	0	
5-Jun-1998				0	
 missing data row 1998-06-05 14:00:00
6-Jun-1998				0	
 missing data row 1998-06-06 14:00:00
7-Jun-1998	18	24	21	0	
8-Jun-1998	20	27	23.5	0	
9-Jun-1998	20.5	28	24.25	0	
10-Jun-1998	21	27	24	0.600000023841858	
11-Jun-1998	22	28	25	0.200000002980232	
12-Jun-1998	21	27	24	46.2999992370605	
13-Jun-1998	17	20	18.5	0.200000002980232	
14-Jun-1998	17.5	19	18.25	0	
15-Jun-1998	18.5	22	20.25	0	
16-Jun-1998	17.5	27	22.25	0	
17-Jun-1998	19	27.5	23.25	0	
18-Jun-1998	20	27	23.5	0	
19-Jun-1998	21	24	22.5	32.7999992370605	
20-Jun-1998	20	22	21	0.400000005960464	
21-Jun-1998				0	
 missing data row 1998-06-21 14:00:00
22-Jun-1998				0	
 missing data row 1998-06-22 14:00:00
23-Jun-1998	23	25	24	0.100000001490116	
24-Jun-1998	20.5	22	21.25	0	
25-Jun-1998	16.5	22.5	19.5	0.400000005960464	
26-Jun-1998	15	21	18	0	
27-Jun-1998	15	22	18.5	0	
28-Jun-1998	17	22	19.5	0	
29-Jun-1998	19	25.5	22.25	0	
30-Jun-1998	19	27.5	23.25	0	
1-Jul-1998	20	27	23.5	0	
2-Jul-1998	20.5	26.5	23.5	0	
3-Jul-1998	20.5	26	23.25	0	
4-Jul-1998	22	26	24	0	
5-Jul-1998	22	27	24.5	0	
6-Jul-1998	22	27	24.5	0	
7-Jul-1998	20	27.5	23.75	0	
8-Jul-1998	21.5	28.5	25	0	
9-Jul-1998	21	27	24	0	
10-Jul-1998	16	27	21.5	0	
11-Jul-1998	17	20.5	18.75	0	
12-Jul-1998	16	24.5	20.25	0	
13-Jul-1998	17	25	21	0	
14-Jul-1998	17.5	26	21.75	0	
15-Jul-1998	17.5	28	22.75	0	
16-Jul-1998	21	27	24	0	
17-Jul-1998	19.5	28	23.75	0	
18-Jul-1998	20	28	24	0	
19-Jul-1998	22	28	25	0	
20-Jul-1998	21	28	24.5	3.70000004768372	
21-Jul-1998	21	26.5	23.75	0	
22-Jul-1998	21	28.5	24.75	0	
23-Jul-1998	21	29.5	25.25	0	
24-Jul-1998	21	29	25	0	
25-Jul-1998	20	25	22.5	7	
26-Jul-1998	20	25	22.5	0	
27-Jul-1998	21	26	23.5	0	
28-Jul-1998	20	27	23.5	0	
29-Jul-1998	21	26	23.5	0	
30-Jul-1998	20.5	25.5	23	0	
31-Jul-1998	21	26	23.5	0	
1-Aug-1998	21	23.5	22.25	2.5	
2-Aug-1998	21	24	22.5	0	
3-Aug-1998	19	28.5	23.75	0	
4-Aug-1998	20.5	30	25.25	0	
5-Aug-1998	21.5	29.5	25.5	0	
6-Aug-1998	22	26	24	2.40000009536743	
7-Aug-1998	20	23	21.5	1.10000002384186	
8-Aug-1998	20	21	20.5	27.2000007629395	
9-Aug-1998	20	25.5	22.75	2	
10-Aug-1998	20	28	24	0	
11-Aug-1998	22	30	26	0	
12-Aug-1998	21.5	29.5	25.5	0	
13-Aug-1998	22	30.5	26.25	0	
14-Aug-1998	22	29.5	25.75	0	
15-Aug-1998	21.5	25	23.25	1.39999997615814	
16-Aug-1998	20	27.5	23.75	0	
17-Aug-1998				0	
 missing data row 1998-08-17 14:00:00
18-Aug-1998	22	29.5	25.75	0.400000005960464	
19-Aug-1998	20	26.5	23.25	20.7999992370605	
20-Aug-1998	22	26	24	0	
21-Aug-1998	21.5	27	24.25	0	
22-Aug-1998	21	26	23.5	0	
23-Aug-1998	22	27	24.5	0	
24-Aug-1998	22	28.5	25.25	0	
25-Aug-1998	21.5	29.5	25.5	0	
26-Aug-1998	20.5	25	22.75	0	
27-Aug-1998	16	21	18.5	0	
28-Aug-1998	16	26	21	0	
29-Aug-1998				0	
 missing data row 1998-08-29 14:00:00
30-Aug-1998	18	25	21.5	0	
31-Aug-1998	16.5	25	20.75	0	
1-Sep-1998	17.5	28	22.75	0	
2-Sep-1998	19.5	29.5	24.5	0	
3-Sep-1998	20	30	25	0	
4-Sep-1998	22	29	25.5	4.5	
5-Sep-1998				0	
 missing data row 1998-09-05 14:00:00
6-Sep-1998	21.5	29.5	25.5	0	
7-Sep-1998	22	30	26	0	
8-Sep-1998	22.5	32	27.25	0	
9-Sep-1998	22	29	25.5	15.5	
10-Sep-1998	18.5	22.5	20.5	12.6999998092651	
11-Sep-1998	18.5	29.5	24	0	
12-Sep-1998	20	31.5	25.75	0	
13-Sep-1998	21	31	26	0	
14-Sep-1998	22	28	25	0	
15-Sep-1998	21	29	25	0	
16-Sep-1998	22	30	26	0	
17-Sep-1998	22	30	26	0	
18-Sep-1998	22	31	26.5	0	
19-Sep-1998	18.5	21.5	20	0	
20-Sep-1998	15	22.5	18.75	0	
21-Sep-1998	15	20	17.5	0	
22-Sep-1998	13.5	26	19.75	0	
23-Sep-1998	17.5	28	22.75	0	
24-Sep-1998	17	30.5	23.75	0	
25-Sep-1998	20	32.5	26.25	0	
26-Sep-1998	20	33	26.5	0	
27-Sep-1998	20	32.5	26.25	0	
28-Sep-1998	24	30	27	0	
29-Sep-1998	21	30	25.5	0	
30-Sep-1998	16.5	21	18.75	5	
1-Oct-1998	16.5	23	19.75	0	
2-Oct-1998	19	30.5	24.75	0	
3-Oct-1998	21	31.5	26.25	0	
4-Oct-1998	23	31	27	0	
5-Oct-1998	21.5	30	25.75	0	
6-Oct-1998	22	28	25	0	
7-Oct-1998	22	30	26	0	
8-Oct-1998	20.5	25	22.75	33	
9-Oct-1998	20	30	25	0	
10-Oct-1998				0	
 missing data row 1998-10-10 14:00:00
11-Oct-1998	22	31	26.5	0	
12-Oct-1998	23	29.5	26.25	0	
13-Oct-1998	21.5	31.5	26.5	0	
14-Oct-1998	20	26	23	56	
15-Oct-1998	19.5	27.5	23.5	0	
16-Oct-1998	20	30	25	0	
17-Oct-1998	20.5	26	23.25	41.5999984741211	
18-Oct-1998	21	29.5	25.25	0	
19-Oct-1998	21	26	23.5	0	
20-Oct-1998	21	30	25.5	0	
21-Oct-1998	21.5	30.5	26	0.100000001490116	
22-Oct-1998	22.5	29	25.75	0.5	
23-Oct-1998	23	31	27	0	
24-Oct-1998	23	27	25	0.100000001490116	
25-Oct-1998	23	27	25	0	
26-Oct-1998	20	27	23.5	0.100000001490116	
27-Oct-1998	22	27.5	24.75	1.29999995231628	
28-Oct-1998	21	24	22.5	25	
29-Oct-1998	24	25	24.5	0	
30-Oct-1998	21	24	22.5	11.8000001907349	
31-Oct-1998	21	22	21.5	0.100000001490116	
1-Nov-1998	20	21.5	20.75	3.40000009536743	
2-Nov-1998	20	25	22.5	0	
3-Nov-1998	21	29	25	0	
4-Nov-1998	20.5	24.5	22.5	11.6000003814697	
5-Nov-1998	21	23	22	29.2000007629395	
6-Nov-1998	20	28	24	0	
7-Nov-1998	21.5	29	25.25	0	
8-Nov-1998	21	29	25	1.79999995231628	
9-Nov-1998	22	28	25	0	
10-Nov-1998	22	31	26.5	0	
11-Nov-1998	22.5	27	24.75	7.5	
12-Nov-1998	22.5	27	24.75	0.600000023841858	
13-Nov-1998	21.5	24.5	23	7.19999980926514	
14-Nov-1998	22	27	24.5	0	
15-Nov-1998	22	30	26	0	
16-Nov-1998	22.5	28	25.25	0	
17-Nov-1998	22.5	31	26.75	0	
18-Nov-1998	20	32	26	1.39999997615814	
19-Nov-1998	17	25	21	0	
20-Nov-1998	19	29	24	0	
21-Nov-1998	22.5	26.5	24.5	0	
22-Nov-1998	21.5	27.5	24.5	0.899999976158142	
23-Nov-1998	22.5	29.5	26	30	
24-Nov-1998	21.5	27	24.25	0.899999976158142	
25-Nov-1998	21.5	26.5	24	13.1999998092651	
26-Nov-1998	21	24	22.5	124	
27-Nov-1998	19	24	21.5	0	
28-Nov-1998	20	27.5	23.75	0	
29-Nov-1998	22	22	22	11.1999998092651	
30-Nov-1998	20	24.5	22.25	29	
1-Dec-1998	19	26	22.5	0	
2-Dec-1998	22.5	26	24.25	1.60000002384186	
3-Dec-1998	20	24	22	46.5999984741211	
4-Dec-1998	20	26	23	0	
5-Dec-1998	22	28	25	0	
6-Dec-1998	20	25	22.5	0	
7-Dec-1998				0	
 missing data row 1998-12-07 14:00:00
8-Dec-1998	21.5	27.5	24.5	40.5999984741211	
9-Dec-1998	22	25	23.5	4.19999980926514	
10-Dec-1998	18	22	20	40	
11-Dec-1998	20	25	22.5	0	
12-Dec-1998	21	25	23	0	
13-Dec-1998	21	26	23.5	29.8999996185303	
14-Dec-1998	20.5	24.5	22.5	0	
15-Dec-1998	20.5	29.5	25	4.59999990463257	
16-Dec-1998	21.5	30	25.75	0	
17-Dec-1998	22.5	28.5	25.5	0	
18-Dec-1998	21.5	28.5	25	0	
19-Dec-1998	22	27	24.5	2.79999995231628	
20-Dec-1998	22	27.5	24.75	0	
21-Dec-1998	22	24.5	23.25	2.20000004768372	
22-Dec-1998	22	24	23	37.2000007629395	
23-Dec-1998	16	23	19.5	1.60000002384186	
24-Dec-1998	19	24	21.5	0	
25-Dec-1998	21	28	24.5	0	
26-Dec-1998	20	27	23.5	0	
27-Dec-1998	22	27.5	24.75	0	
28-Dec-1998	21	28	24.5	0	
29-Dec-1998	23	28	25.5	15.1999998092651	
30-Dec-1998	23	27.5	25.25	0	
31-Dec-1998	20	25	22.5	35.7999992370605	
1-Jan-1999	21.5	25	23.25	23	
2-Jan-1999	21	24	22.5	7.80000019073486	
3-Jan-1999	21.5	27	24.25	0	
4-Jan-1999	23	27.5	25.25	3.90000009536743	
5-Jan-1999	22	27	24.5	0	
6-Jan-1999	21	24	22.5	15.6000003814697	
7-Jan-1999	20	22	21	21.2999992370605	
8-Jan-1999	20	28	24	5.5	
9-Jan-1999	21	27	24	21	
10-Jan-1999	20	25	22.5	6.59999990463257	
11-Jan-1999	21	25	23	0	
12-Jan-1999	21	24	22.5	18.7999992370605	
13-Jan-1999	21	24	22.5	6.90000009536743	
14-Jan-1999	21	25	23	26.3999996185303	
15-Jan-1999	22	25	23.5	17.8999996185303	
16-Jan-1999	20	26.5	23.25	20	
17-Jan-1999	21	27	24	16.3999996185303	
18-Jan-1999	20.5	25.5	23	0.800000011920929	
19-Jan-1999	21	26	23.5	3.70000004768372	
20-Jan-1999	20	23.5	21.75	65	
21-Jan-1999	20	27	23.5	0.800000011920929	
22-Jan-1999	21	26.5	23.75	0	
23-Jan-1999	21	27.5	24.25	0	
24-Jan-1999	20	24	22	18.1000003814697	
25-Jan-1999	21	28.5	24.75	0	
26-Jan-1999	21	27	24	33	
27-Jan-1999	20.5	27.5	24	0	
28-Jan-1999	22	27	24.5	51.7000007629395	
29-Jan-1999	21	23.5	22.25	44	
30-Jan-1999	21	27	24	0.5	
31-Jan-1999	21	26.5	23.75	3.59999990463257	
1-Feb-1999	21	28	24.5	18.6000003814697	
2-Feb-1999	21	22	21.5	84.4000015258789	
3-Feb-1999	20.5	28	24.25	0.800000011920929	
4-Feb-1999	21	28	24.5	0	
5-Feb-1999	20	22.5	21.25	23.8999996185303	
6-Feb-1999	20.5	26.5	23.5	0	
7-Feb-1999	21.5	29	25.25	0	
8-Feb-1999	21	25	23	52.0999984741211	
9-Feb-1999	21	24.5	22.75	7.19999980926514	
10-Feb-1999	21	23	22	25.1000003814697	
12-Feb-1999	21	25	23	7	
 missing data row 1999-02-12 04:00:00
13-Feb-1999	21	29	25	0	
14-Feb-1999	21	26	23.5	0.800000011920929	
15-Feb-1999	21	26	23.5	0	
16-Feb-1999	21	25	23	25	
17-Feb-1999	21	25.5	23.25	0	
18-Feb-1999	22	27	24.5	0	
19-Feb-1999	21	27.5	24.25	22.2999992370605	
20-Feb-1999	20	25	22.5	2.09999990463257	
21-Feb-1999	22	26.5	24.25	0	
22-Feb-1999	20.5	24.5	22.5	51.7000007629395	
23-Feb-1999	21	27	24	0	
24-Feb-1999				0	
 missing data row 1999-02-24 14:00:00
25-Feb-1999				0	
 missing data row 1999-02-25 14:00:00
26-Feb-1999	22	24	23	10.8000001907349	
27-Feb-1999	21	26	23.5	5.80000019073486	
28-Feb-1999	20	24.5	22.25	10.3999996185303	
1-Mar-1999	20.5	29	24.75	0	
2-Mar-1999	20	24.5	22.25	87.4000015258789	
3-Mar-1999	21	23	22	3.79999995231628	
4-Mar-1999	21	27.5	24.25	0	
5-Mar-1999	21	27	24	4.59999990463257	
6-Mar-1999	21.5	25	23.25	0	
7-Mar-1999	21	26	23.5	0	
8-Mar-1999	21	28.5	24.75	11.3999996185303	
9-Mar-1999	19.5	23.5	21.5	3	
10-Mar-1999	20	23	21.5	8.80000019073486	
11-Mar-1999	21	25	23	0	
12-Mar-1999	21.5	23	22.25	3.59999990463257	
13-Mar-1999	21	26	23.5	1.79999995231628	
14-Mar-1999	22	26.5	24.25	0	
15-Mar-1999	21	28	24.5	0.300000011920929	
16-Mar-1999	22.5	25.5	24	0	
17-Mar-1999	21.5	24	22.75	4.30000019073486	
18-Mar-1999				0	
 missing data row 1999-03-18 14:00:00
19-Mar-1999				0	
 missing data row 1999-03-19 14:00:00
20-Mar-1999				104	
 missing data row 1999-03-20 14:00:00
21-Mar-1999	20	23.5	21.75	18.7999992370605	
22-Mar-1999	18	22	20	0	
23-Mar-1999	18.5	25	21.75	0	
24-Mar-1999	20	28.5	24.25	0	
25-Mar-1999	20	29	24.5	46.5	
26-Mar-1999	17.5	27.5	22.5	0.449999988079071	
27-Mar-1999	22	27	24.5	0.400000005960464	
28-Mar-1999	18	29.5	23.75	0	
29-Mar-1999	17.5	28	22.75	0	
30-Mar-1999	19.5	25	22.25	34.4000015258789	
31-Mar-1999	19	22	20.5	42	
1-Apr-1999	19.5	22	20.75	4.40000009536743	
2-Apr-1999	20	24	22	0.400000005960464	
3-Apr-1999	18.5	25	21.75	0	
5-Apr-1999	19	26.5	22.75	6.40000009536743	
 missing data row 1999-04-05 04:00:00
6-Apr-1999	18	25	21.5	6.40000009536743	
7-Apr-1999	19	26	22.5	0.5	
8-Apr-1999	18.5	24	21.25	12.3999996185303	
9-Apr-1999	19	24.5	21.75	21.6000003814697	
10-Apr-1999	19	25	22	36.2000007629395	
11-Apr-1999	18.5	26	22.25	0	
12-Apr-1999	19.5	26	22.75	0.400000005960464	
13-Apr-1999	19.5	26	22.75	0	
14-Apr-1999	18	27	22.5	0	
15-Apr-1999	19	27	23	0	
16-Apr-1999	19	28	23.5	0	
17-Apr-1999	13	23.5	18.25	23.6000003814697	
18-Apr-1999	15	21.5	18.25	0	
19-Apr-1999	14.5	19	16.75	0	
20-Apr-1999	17	24	20.5	0	
21-Apr-1999	19	25	22	0	
22-Apr-1999	19	27.5	23.25	0	
23-Apr-1999	20	28	24	0	
24-Apr-1999	19	27.5	23.25	0	
25-Apr-1999	18.5	25	21.75	0	
26-Apr-1999	20	28	24	0	
27-Apr-1999	19.5	28	23.75	0	
28-Apr-1999	22	28.5	25.25	31.3999996185303	
29-Apr-1999	21	23	22	10.6000003814697	
30-Apr-1999	20	25	22.5	0	
1-May-1999	20.5	24	22.25	1	
2-May-1999	18.5	23.5	21	1.60000002384186	
3-May-1999	18	27	22.5	0	
4-May-1999	22	28	25	0.400000005960464	
5-May-1999	19	26	22.5	4.80000019073486	
6-May-1999	19	28	23.5	0.600000023841858	
7-May-1999	18.5	27.5	23	0	
8-May-1999	19.5	24.5	22	62.0999984741211	
9-May-1999	18.5	24.5	21.5	0	
10-May-1999	20	24.5	22.25	0	
11-May-1999	20	22.5	21.25	36	
12-May-1999	20.5	23.5	22	0	
13-May-1999	20	25	22.5	0	
14-May-1999	19.5	24	21.75	0	
15-May-1999	21	23	22	0	
16-May-1999	20	24	22	0	
17-May-1999	21.5	25	23.25	1.79999995231628	
18-May-1999	21.5	24	22.75	0.400000005960464	
19-May-1999	21	24	22.5	1.60000002384186	
