Reading Datetime	Min_Temperature (*C)	Max_Temperature (*C)	Avg_Temperature (*C)	Sum_Precipitation (mm)	
21-Aug-2008	21	33	27	0.200000002980232	
22-Aug-2008	21	28	24.5	0	
23-Aug-2008	21	29	25	0	
24-Aug-2008	22	32	27	0	
25-Aug-2008	18	33	25.5	0.200000002980232	
26-Aug-2008	19	34	26.5	0	
27-Aug-2008	21	34	27.5	0	
28-Aug-2008	22	34	28	0	
29-Aug-2008	14	28	21	43.7999992370605	
30-Aug-2008	15	27	21	0.400000005960464	
31-Aug-2008	17	31	24	0.100000001490116	
1-Sep-2008	16	31	23.5	0	
2-Sep-2008	20	34	27	0	
3-Sep-2008	20	35	27.5	2.59999990463257	
4-Sep-2008	20	33	26.5	3.59999990463257	
5-Sep-2008	20	28	24	28.2000007629395	
6-Sep-2008	14	21	17.5	5.40000009536743	
7-Sep-2008	16	22	19	2.40000009536743	
8-Sep-2008	21	29	25	0	
9-Sep-2008	21	29	25	0	
10-Sep-2008	19	35	27	0	
11-Sep-2008	21	35	28	0	
12-Sep-2008	21	35	28	1.20000004768372	
13-Sep-2008	17	24	20.5	0.400000005960464	
14-Sep-2008	18	30	24	0	
15-Sep-2008	18	30	24	0	
16-Sep-2008	16	31	23.5	0	
