01-Sep-2011,20.5,7,9.2,18.8,11,9,14.2,10.8,0,0,NW,2
02-Sep-2011,20,6,8.5,18.5,10.5,8.2,15,10.2,0,0,NW,10
03-Sep-2011,21,5.5,7.8,19.2,10.2,7.5,14.8,10,0,0,NW,8
04-Sep-2011,19.2,7.8,9.6,18,11.4,9.2,14.8,11,0,0,NW,2
05-Sep-2011,22.2,4.5,6.8,19.5,10.4,6.5,15,10.2,0,0,NW,2
06-Sep-2011,19,8,9.8,17.8,12,9.5,14.2,11.6,0,0,NW,6
07-Sep-2011,21.5,6.5,9.5,18.8,12,9.2,15.2,11.8,0,0,NW,4
08-Sep-2011,23,5,7.5,19,11,7.2,15,10.8,0,0,NW,2
09-Sep-2011,19.5,8.5,10.5,17.5,11,10.2,13.8,10.8,3.4,0,NW,6
10-Sep-2011,22.5,4,6.5,19.2,9.8,6.2,14.8,9.5,0,0,NW,2
11-Sep-2011,18.8,7.5,10.8,17,11,10.5,13.5,10.8,10.2,0,NW,2
12-Sep-2011,19.8,9,10.2,17.8,12.4,10,14.5,12.2,8,0,NW,4
13-Sep-2011,19,10,12.4,17.5,11.8,12.2,13.8,11.5,2,0,NW,8
14-Sep-2011,18.5,8,10.2,17.2,12,10,13.5,11.6,1,2.6,NW,6
15-Sep-2011,20,6.2,10,17.5,12.6,9.8,14,12.4,0,0,NW,6
16-Sep-2011,21,5.8,9.8,18.5,11.8,9.5,15.4,11.5,0,0,NE,4
17-Sep-2011,22,4.5,8.8,18.8,10.8,8.5,14.8,10.5,0,0,NW,6
18-Sep-2011,21.5,4.8,7.8,18.6,11.8,7.6,13.5,11.5,0,0,NW,8
19-Sep-2011,18,6.5,10.2,17,11,10,13.2,10.8,2.2,0,NW,4
20-Sep-2011,18.5,7.5,12.4,17.2,11.6,12,13.8,11.2,0,0,NW,2
21-Sep-2011,19,8.5,10.8,18,11.2,10.5,14.5,11,0,0,NW,8
22-Sep-2011,18,10,12.2,17.8,13,12,14.2,12.6,.8,0,NW,2
23-Sep-2011,17.8,9,10.5,16.5,11.8,10.2,15.5,11.5,.5,1.2,N,4
24-Sep-2011,22.2,9.5,10,19.5,11,9.8,15.2,10.8,1,0,C,
25-Sep-2011,21,8.2,9.8,18.8,10.2,9.5,14.8,10,0,0,NW,2
26-Sep-2011,20.8,7,9.2,18.5,11,9,14.4,10.8,0,0,NW,6
27-Sep-2011,21.2,7.5,9.5,19.5,10.8,9.2,14.8,10.5,0,0,NW,8
28-Sep-2011,23,6.5,8.5,20,10,8.2,15,9.8,0,0,NW,2
29-Sep-2011,20,8,11,18.5,12.5,10.8,14.2,12.2,0,0,C,
30-Sep-2011,19.8,8.5,10.8,17.8,11.5,10.5,14.5,11,0,0,NW,2
01-Oct-2011,21,7.2,9.8,17.5,11,9.5,15,10.6,0,.8,NW,6
02-Oct-2011,20.2,8,10.2,17.8,12,10,15.5,11.8,0,0,NW,2
03-Oct-2011,20,6.5,8.2,18,10,8,15.2,9.8,0,0,NE,4
04-Oct-2011,22,8.5,9.8,18.2,10.5,9.5,14.8,10.2,0,0,NW,2
05-Oct-2011,23,6,8.2,19,10,8,15,9.8,0,0,NW,2
06-Oct-2011,22.5,7,8.5,19.2,10.8,8.2,14.8,10.5,0,0,NW,6
07-Oct-2011,19,8.2,10.2,17.5,9.8,10,14.2,9.5,0,2.8,NW,2
08-Oct-2011,18.5,9,10.8,17.2,9.8,10.6,14.8,9.5,4.2,0,NW,2
09-Oct-2011,18.8,8.5,10.5,17,9.8,10.2,14.2,9.5,2.4,4.8,NW,2
10-Oct-2011,18.2,10,12,17,11.5,11.6,14,11.2,0,0,NW,6
11-Oct-2011,20,7.5,9,18.2,10.2,8.8,15.5,10,5.5,0,NW,4
12-Oct-2011,19,9.5,10.5,17,10.2,10.2,14,10,4.2,2,NW,2
13-Oct-2011,21,8,10,18.8,9.8,9.8,15.2,9.5,0,0,C,
14-Oct-2011,18,9.2,10.8,17,11.2,10.5,14.8,11,0,0,NW,8
15-Oct-2011,18.8,8.8,10,17,12.2,9.8,14.2,12,0,0,NW,2
16-Oct-2011,20.2,7.8,11.2,18,12,11,15.5,11.8,0,0,NW,2
17-Oct-2011,22,6.5,10.5,17.8,11.8,10.2,15.8,11.5,0,0,NW,8
18-Oct-2011,21,8.2,9.8,17.5,10.2,9.5,15,10,0,0,NW,6
19-Oct-2011,18.6,10.5,12.5,17,11.6,12.2,13.8,11.5,.5,0,NW,4
20-Oct-2011,18,11,13,16.8,12.6,12.8,14.5,12.4,1,0,NW,2
21-Oct-2011,19,9,12.2,17.5,11,12,14,10.8,0,0,NE,6
22-Oct-2011,18.5,8.5,10,16.8,11,9.8,15.2,10.8,0,0,NW,8
23-Oct-2011,21.2,6.5,9.8,18,10.5,9.5,16,10.2,0,0,NW,4
24-Oct-2011,22.5,6,8.8,18.8,10.2,8.5,15.2,10,0,0,NW,6
25-Oct-2011,23.2,5,8.2,18.5,10,8,14.8,9.8,0,0,NW,2
26-Oct-2011,21,7,9,18.8,11,8.5,15,10.8,0,0,NW,2
27-Oct-2011,20,9.5,10.5,17.5,11.6,10.2,14.8,11.5,.2,0,NW,6
28-Oct-2011,21.5,6,8.2,18.8,10.2,8,14.6,10,0,0,NW,4
29-Oct-2011,22,5.5,10.2,18,11.4,10,15.2,11.2,0,0,NW,6
30-Oct-2011,20.8,7.2,10.5,17.5,12,10.2,14,11.8,5,0,NW,2
31-Oct-2011,18,10.5,12.6,17,13,12.5,14.5,12.8,11.8,4.4,NW,10
01-Nov-2011,19.5,7,8.2,17.8,10,8,14.2,9.8,2.5,2.5,NW,2
02-Nov-2011,19,8,9.5,18.2,9.8,9.2,15,9.6,0,0,NW,6
03-Nov-2011,20,7.5,10,17.5,11.2,9.8,15.5,11,0,0,NW,8
04-Nov-2011,20.2,9,11.2,17.5,12.2,10.8,14.8,12,0,0,NW,6
05-Nov-2011,19.2,10,11.5,18,12.6,11.2,15.5,12.5,0,0,NW,2
06-Nov-2011,18.5,9.5,10.8,17.2,11.6,10.5,15.2,11.5,12.7,0,NW,8
07-Nov-2011,21,10.2,11.4,17.8,13,11,15.2,12.8,2,0,NW,2
08-Nov-2011,24,8,11.4,18.8,10.6,11,14.8,10.2,0,0,NW,2
