16-Ago-2007,.54,.54,.54,.53,
17-Ago-2007,.53,.53,.53,.53,
18-Ago-2007,.53,.53,.53,.53,
19-Ago-2007,.53,.53,.53,.53,
20-Ago-2007,.62,.62,.61,.6,
21-Ago-2007,.53,.53,.53,.53,
22-Ago-2007,.53,.52,.52,.52,
23-Ago-2007,.52,.52,.52,.52,
24-Ago-2007,.52,.52,.52,.52,
25-Ago-2007,.52,.52,.52,.52,
26-Ago-2007,.52,.53,.53,.54,
27-Ago-2007,.52,.52,.52,.52,
28-Ago-2007,.52,.52,.52,.52,
29-Ago-2007,.52,.51,.51,.51,
30-Ago-2007,.68,.68,.68,.67,
31-Ago-2007,.57,.57,.57,.56,
01-Sep-2007,.53,.53,.53,.53,
02-Sep-2007,.53,.53,.53,.53,
03-Sep-2007,.54,.54,.54,.55,
04-Sep-2007,.6,.64,.65,.65,
05-Sep-2007,.59,.56,.54,.54,
06-Sep-2007,.54,.54,.54,.54,
07-Sep-2007,.54,.54,.54,.54,
08-Sep-2007,.55,.56,.54,.54,
09-Sep-2007,.54,.54,.54,.54,
10-Sep-2007,.54,.54,.54,.54,
11-Sep-2007,.54,.55,.56,.57,
12-Sep-2007,.54,.54,.54,.54,
13-Sep-2007,.55,.55,.55,.55,
14-Sep-2007,.55,.55,.58,.58,
15-Sep-2007,.55,.55,.55,.54,
16-Sep-2007,.54,.54,.54,.55,
17-Sep-2007,.55,.55,.54,.54,
18-Sep-2007,.54,.54,.54,.54,
19-Sep-2007,.54,.54,.55,.55,
20-Sep-2007,.54,.55,.55,.55,
21-Sep-2007,.55,.55,.55,.55,
22-Sep-2007,.56,.56,.57,.58,
23-Sep-2007,.9,.91,.93,.93,
24-Sep-2007,.83,.82,.8,.8,
25-Sep-2007,.86,.89,.95,.95,
26-Sep-2007,.78,.73,.69,.59,
27-Sep-2007,.55,.54,.54,.54,
28-Sep-2007,.54,.54,.54,.54,
29-Sep-2007,.54,.55,.55,.55,
30-Sep-2007,.54,.54,.54,.54,
01-Nov-2007,.61,.61,.61,.62,
02-Nov-2007,.63,.63,.63,.64,
03-Nov-2007,.63,.64,.64,.64,
04-Nov-2007,.64,.64,.65,.65,
05-Nov-2007,.65,.65,.65,.65,
06-Nov-2007,.66,.66,.67,.67,
07-Nov-2007,.7,.7,.71,.71,
08-Nov-2007,.72,.73,.74,.74,
09-Nov-2007,.73,.73,.73,.74,
10-Nov-2007,.75,.75,.76,.76,
11-Nov-2007,.76,.76,.76,.76,
12-Nov-2007,.78,.8,.81,.82,
13-Nov-2007,1.2,1.22,1.22,1.23,
14-Nov-2007,.79,.79,.78,.78,
15-Nov-2007,.73,.74,.74,.74,
